,ChildrenId,ResultBaseline,ResultRound1,ResultRound2,ResultEndline,Baseline to Round 1,Round 1 to Round 2,Baseline to Endline,Completing Result Baseline to Endline-Story/Comprehension Level,AtLeastAchievedSentence,ComprehensionAchieved,StoryAchieved,Baseline_Endline,Gender,AcademicYearId,Term,Year,Grade,Age,EoR1,EoR2,EoR3/Endline,ParentTypeId,BaselineClass,SchoolID,ClassID,IsActiveChildTable,IsCurrentChildrenAcademicTable,IsActiveSchool,IsActiveClass,CuCStatus,DeleteReasonId,AcademicYearName,AttendanceRate
0,36161,Word,null,Story with comprehension,Story with comprehension,null,null,Increase,True,True,True,False,Increase 3 Levels,Male,26,2,2022,Grade 5,14.0,No,Yes,Yes,1.0,No,185,3010,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8
1,31440,Letter,null,Story with comprehension,Story with comprehension,null,null,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 5,16.0,No,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
2,36143,Word,null,null,Story with comprehension,null,null,Increase,True,True,True,False,Increase 3 Levels,Male,26,2,2022,Grade 4,14.0,No,No,Yes,2.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
3,36132,Word,Story,null,Story with comprehension,Increase,null,Increase,True,True,True,True,Increase 3 Levels,Male,26,2,2022,Grade 6,17.0,Yes,No,Yes,1.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
4,31423,Letter,Word,Story with comprehension,Story with comprehension,Increase,Increase,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 6,15.0,Yes,Yes,Yes,1.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
5,31435,Letter,Word,Story with comprehension,Story with comprehension,Increase,Increase,Increase,True,True,True,False,Increase 4 Levels,Male,26,2,2022,Grade 6,17.0,Yes,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
6,31427,Letter,Letter,Story,Story with comprehension,Stayed The Same,Increase,Increase,True,True,True,True,Increase 4 Levels,Female,26,2,2022,Grade 3,11.0,Yes,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
7,31441,Letter,Word,Story,Story with comprehension,Increase,Increase,Increase,True,True,True,True,Increase 4 Levels,Female,26,2,2022,Grade 4,13.0,Yes,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
8,31428,Letter,Word,Story,Story with comprehension,Increase,Increase,Increase,True,True,True,True,Increase 4 Levels,Female,26,2,2022,Grade 4,11.0,Yes,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
9,31442,Letter,Word,Story with comprehension,Story with comprehension,Increase,Increase,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 3,13.0,Yes,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
10,31436,Letter,Word,Story,Story with comprehension,Increase,Increase,Increase,True,True,True,True,Increase 4 Levels,Male,26,2,2022,Grade 5,15.0,Yes,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
11,36174,Word,Story with comprehension,Story with comprehension,Story with comprehension,Increase,Stayed The Same,Increase,True,True,True,False,Increase 3 Levels,Female,26,2,2022,Grade 5,13.0,Yes,Yes,Yes,1.0,No,185,3010,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
12,31429,Letter,null,Story with comprehension,Story with comprehension,null,null,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 5,13.0,No,Yes,Yes,1.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
13,36158,Letter,null,Sentence,Story with comprehension,null,null,Increase,True,True,True,False,Increase 4 Levels,Male,26,2,2022,Grade 6,14.0,No,Yes,Yes,1.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
14,31437,Letter,null,null,Story with comprehension,null,null,Increase,True,True,True,False,Increase 4 Levels,Male,26,2,2022,Grade 4,15.0,No,No,Yes,1.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
15,31432,Letter,Word,Sentence,Story with comprehension,Increase,Increase,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 6,19.0,Yes,Yes,Yes,1.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
16,36160,Word,Word,Word,Story with comprehension,Stayed The Same,Stayed The Same,Increase,True,True,True,False,Increase 3 Levels,Female,26,2,2022,Grade 5,14.0,Yes,Yes,Yes,2.0,No,185,3010,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
17,36162,Word,Story with comprehension,Story,Story with comprehension,Increase,Decrease,Increase,True,True,True,True,Increase 3 Levels,Male,26,2,2022,Grade 6,15.0,Yes,Yes,Yes,1.0,No,185,3010,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
18,36172,Word,null,Sentence,Story with comprehension,null,null,Increase,True,True,True,False,Increase 3 Levels,Female,26,2,2022,Grade 4,14.0,No,Yes,Yes,1.0,No,185,3010,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8
19,36176,Word,null,Story,Story with comprehension,null,null,Increase,True,True,True,True,Increase 3 Levels,Male,26,2,2022,Grade 5,16.0,No,Yes,Yes,1.0,No,185,3010,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
20,36179,Word,Sentence,Sentence,Story with comprehension,Increase,Stayed The Same,Increase,True,True,True,False,Increase 3 Levels,Male,26,2,2022,Grade 4,15.0,Yes,Yes,Yes,2.0,No,185,3010,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
21,31431,Letter,Letter,Word,Story with comprehension,Stayed The Same,Increase,Increase,True,True,True,False,Increase 4 Levels,Male,26,2,2022,Grade 4,12.0,Yes,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
22,32621,Letter,null,null,Story with comprehension,null,null,Increase,True,True,True,False,Increase 4 Levels,Male,26,2,2022,Grade 3,14.0,No,No,Yes,2.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.6666666666666666
23,31425,Letter,null,null,Story with comprehension,null,null,Increase,True,True,True,False,Increase 4 Levels,Male,26,2,2022,Grade 6,17.0,No,No,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
24,31430,Letter,null,Story,Story with comprehension,null,null,Increase,True,True,True,True,Increase 4 Levels,Female,26,2,2022,Grade 4,12.0,No,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
25,31426,Letter,Word,Sentence,Story with comprehension,Increase,Increase,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 4,15.0,Yes,Yes,Yes,2.0,No,185,2619,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
26,32620,Letter,Word,Word,Story with comprehension,Increase,Stayed The Same,Increase,True,True,True,False,Increase 4 Levels,Male,26,2,2022,Grade 5,15.0,Yes,Yes,Yes,3.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.6666666666666666
27,32615,Letter,Word,Sentence,Story with comprehension,Increase,Increase,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 6,15.0,Yes,Yes,Yes,2.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
28,32631,Letter,Word,Sentence,Story with comprehension,Increase,Increase,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 6,16.0,Yes,Yes,Yes,2.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
29,36182,Word,null,Sentence,Story with comprehension,null,null,Increase,True,True,True,False,Increase 3 Levels,Male,26,2,2022,Grade 6,15.0,No,Yes,Yes,1.0,No,185,3010,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
30,32614,Letter,Word,Letter,Story with comprehension,Increase,Decrease,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 4,14.0,Yes,Yes,Yes,2.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
31,36157,Letter,Word,Word,Story with comprehension,Increase,Stayed The Same,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 3,12.0,Yes,Yes,Yes,2.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
32,36130,Word,null,null,Story,null,null,Increase,True,True,False,True,Increase 2 Levels,Male,26,2,2022,Grade 4,16.0,No,No,Yes,3.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
33,32612,Letter,Word,Sentence,Story,Increase,Increase,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 5,14.0,Yes,Yes,Yes,2.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
34,36156,Letter,null,Word,Story,null,null,Increase,True,True,False,True,Increase 3 Levels,Female,26,2,2022,Grade 3,1.0,No,Yes,Yes,2.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
35,32616,Letter,Letter,Sentence,Story,Stayed The Same,Increase,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 5,14.0,Yes,Yes,Yes,1.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
36,36164,Word,Sentence,Sentence,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 2 Levels,Male,26,2,2022,Grade 4,13.0,Yes,Yes,Yes,2.0,No,185,3010,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
37,36166,Word,Word,null,Story,Stayed The Same,null,Increase,True,True,False,True,Increase 2 Levels,Male,26,2,2022,Grade 3,15.0,Yes,No,Yes,2.0,No,185,3010,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
38,32630,Letter,null,Word,Story,null,null,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 5,16.0,No,Yes,Yes,1.0,No,185,2675,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
39,31468,Beginner,Word,Word,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 4,14.0,Yes,Yes,Yes,3.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
40,31451,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 4,1.0,Yes,Yes,Yes,2.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
41,31467,Beginner,Word,Word,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 3,13.0,Yes,Yes,Yes,2.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
42,31465,Beginner,Word,Word,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 3,12.0,Yes,Yes,Yes,1.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
43,31466,Beginner,null,Word,Story,null,null,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 3,14.0,No,Yes,Yes,2.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.75
44,31463,Beginner,Word,Word,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 6,17.0,Yes,Yes,Yes,1.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.5
45,31469,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 3,13.0,Yes,Yes,Yes,1.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.5
46,31449,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 5,14.0,Yes,Yes,Yes,2.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.5
47,31447,Beginner,Word,Word,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 3,15.0,Yes,Yes,Yes,2.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
48,31452,Beginner,Word,Word,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 4,13.0,Yes,Yes,Yes,1.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
49,31457,Beginner,Word,Word,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 3,11.0,Yes,Yes,Yes,2.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
50,36183,Word,null,Word,Story,null,null,Increase,True,True,False,True,Increase 2 Levels,Male,26,2,2022,Grade 4,15.0,No,Yes,Yes,1.0,No,185,3010,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8
51,31450,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 3,13.0,Yes,Yes,Yes,2.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
52,31456,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 3,12.0,Yes,Yes,Yes,3.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.75
53,31470,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 5,15.0,Yes,Yes,Yes,1.0,No,185,2618,True,False,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
54,31470,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 5,15.0,Yes,Yes,Yes,1.0,No,185,2676,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
55,31458,Beginner,null,Word,Story,null,null,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 3,15.0,No,Yes,Yes,1.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.75
56,31462,Beginner,Word,Word,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 3,12.0,Yes,Yes,Yes,3.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
57,31455,Beginner,Letter,null,Story,Increase,null,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 3,11.0,Yes,No,Yes,1.0,No,185,2618,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.75
58,32924,Sentence,Letter,null,Story with comprehension,Decrease,null,Increase,True,True,True,False,Increase 2 Levels,Female,26,2,2022,Grade 3,15.0,Yes,No,Yes,2.0,No,174,2891,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,0.6666666666666666
59,36136,Word,null,null,Word,null,null,Stayed The Same,False,False,False,False,No Change,Female,26,2,2022,Grade 6,14.0,No,No,Yes,2.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
60,36148,Word,null,null,Word,null,null,Stayed The Same,False,False,False,False,No Change,Male,26,2,2022,Grade 6,14.0,No,No,Yes,3.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
61,36154,Sentence,null,null,Word,null,null,Decrease,False,True,False,False,Decrease,Male,26,2,2022,Grade 5,18.0,No,No,Yes,3.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
62,36139,Word,null,null,Word,null,null,Stayed The Same,False,False,False,False,No Change,Female,26,2,2022,Grade 5,15.0,No,No,Yes,2.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
63,36137,Word,Sentence,null,Word,Increase,null,Stayed The Same,False,False,False,False,No Change,Male,26,2,2022,Grade 6,14.0,Yes,No,Yes,1.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
64,36142,Letter,null,null,Word,null,null,Increase,False,False,False,False,Increase 1 Level,Female,26,2,2022,Grade 3,14.0,No,No,Yes,1.0,No,185,3009,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
65,35390,Beginner,Beginner,null,Letter,Stayed The Same,null,Increase,False,False,False,False,Increase 1 Level,Female,26,2,2022,Grade 3,15.0,Yes,No,Yes,1.0,No,183,2680,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.6
66,35486,Beginner,Letter,null,Story,Increase,null,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 3,16.0,Yes,No,Yes,2.0,No,183,2680,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8
67,35395,Beginner,Letter,null,Story,Increase,null,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 4,15.0,Yes,No,Yes,1.0,No,183,2680,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.9
68,32461,Letter,Word,null,Letter,Increase,null,Stayed The Same,False,False,False,False,No Change,Male,26,2,2022,Grade 3,13.0,Yes,No,Yes,1.0,No,211,2654,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8709677419354839
69,31290,Letter,Beginner,Beginner,Word,Decrease,Stayed The Same,Increase,False,False,False,False,Increase 1 Level,Male,26,2,2022,Grade 6,17.0,Yes,Yes,Yes,1.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.7142857142857143
70,31291,Letter,Sentence,Story,Story,Increase,Increase,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 6,14.0,Yes,Yes,Yes,2.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
71,31285,Letter,Sentence,Story,Story,Increase,Increase,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 6,15.0,Yes,Yes,Yes,3.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.5714285714285714
72,31288,Letter,Sentence,Story,Story,Increase,Increase,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 6,16.0,Yes,Yes,Yes,1.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8571428571428571
73,31279,Letter,Sentence,Word,Story,Increase,Decrease,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 6,15.0,Yes,Yes,Yes,2.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8571428571428571
74,31282,Letter,Sentence,Sentence,Story,Increase,Stayed The Same,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 6,15.0,Yes,Yes,Yes,3.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8571428571428571
75,31283,Letter,Sentence,Word,Story,Increase,Decrease,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 3,13.0,Yes,Yes,Yes,3.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.7142857142857143
76,31286,Letter,Sentence,Word,Story,Increase,Decrease,Increase,True,True,False,True,Increase 3 Levels,Female,26,2,2022,Grade 3,11.0,Yes,Yes,Yes,2.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
77,31287,Letter,Sentence,Word,Story,Increase,Decrease,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 4,13.0,Yes,Yes,Yes,1.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.5714285714285714
78,31289,Letter,Sentence,Word,Story,Increase,Decrease,Increase,True,True,False,True,Increase 3 Levels,Male,26,2,2022,Grade 4,14.0,Yes,Yes,Yes,2.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
79,31296,Letter,Sentence,Letter,Story,Increase,Decrease,Increase,True,True,False,True,Increase 3 Levels,Female,26,2,2022,Grade 6,17.0,Yes,Yes,Yes,1.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8571428571428571
80,31280,Letter,Letter,Letter,Sentence,Stayed The Same,Stayed The Same,Increase,False,True,False,False,Increase 2 Levels,Female,26,2,2022,Grade 4,13.0,Yes,Yes,Yes,2.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8571428571428571
81,31294,Letter,Sentence,Letter,Sentence,Increase,Decrease,Increase,False,True,False,False,Increase 2 Levels,Male,26,2,2022,Grade 5,17.0,Yes,Yes,Yes,1.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.7142857142857143
82,31292,Letter,Letter,null,Letter,Stayed The Same,null,Stayed The Same,False,False,False,False,No Change,Male,26,2,2022,Grade 4,16.0,Yes,No,Yes,3.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.2857142857142857
83,31281,Letter,Letter,null,Word,Stayed The Same,null,Increase,False,False,False,False,Increase 1 Level,Female,26,2,2022,Grade 5,15.0,Yes,No,Yes,2.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.42857142857142855
84,31293,Letter,Sentence,Word,Sentence,Increase,Decrease,Increase,False,True,False,False,Increase 2 Levels,Male,26,2,2022,Grade 6,16.0,Yes,Yes,Yes,3.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8571428571428571
85,31295,Letter,Sentence,null,Word,Increase,null,Increase,False,False,False,False,Increase 1 Level,Female,26,2,2022,Grade 3,13.0,Yes,No,Yes,1.0,No,187,2605,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.7142857142857143
86,35180,Beginner,Letter,null,Story,Increase,null,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 6,15.0,Yes,No,Yes,1.0,No,188,2697,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.9743589743589743
87,35132,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 4,15.0,Yes,Yes,Yes,1.0,No,188,2699,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8108108108108109
88,35153,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Male,26,2,2022,Grade 3,16.0,Yes,Yes,Yes,1.0,No,188,2699,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.8648648648648649
89,35149,Beginner,Letter,Word,Story,Increase,Increase,Increase,True,True,False,True,Increase 4 Levels,Female,26,2,2022,Grade 4,15.0,Yes,Yes,Yes,2.0,No,188,2699,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.972972972972973
90,33248,Letter,null,Word,Story,null,null,Increase,True,True,False,True,Increase 3 Levels,Female,26,2,2022,Grade 3,15.0,No,Yes,Yes,3.0,No,168,2880,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
91,34788,Word,Sentence,Word,Story,Increase,Decrease,Increase,True,True,False,True,Increase 2 Levels,Female,26,2,2022,Grade 4,14.0,Yes,Yes,Yes,3.0,No,165,2895,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.75
92,32217,Letter,Letter,null,Story,Stayed The Same,null,Increase,True,True,False,True,Increase 3 Levels,Female,26,2,2022,Grade 4,14.0,Yes,No,Yes,1.0,No,186,2591,True,True,True,True,True,6.0,2022-Hempel-Literacy-CuC Cycle 1,0.8636363636363636
93,32857,Letter,Word,Story with comprehension,Story with comprehension,Increase,Increase,Increase,True,True,True,False,Increase 4 Levels,Female,26,2,2022,Grade 3,14.0,Yes,Yes,Yes,1.0,No,194,2682,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
94,31266,Story,Story with comprehension,Story with comprehension,Story with comprehension,Increase,Stayed The Same,Increase,False,True,True,False,Increase 1 Level,Female,26,2,2022,Grade 6,1.0,Yes,Yes,Yes,2.0,No,181,2604,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
95,31254,Story,Story with comprehension,Story with comprehension,Story with comprehension,Increase,Stayed The Same,Increase,False,True,True,False,Increase 1 Level,Male,26,2,2022,Grade 6,13.0,Yes,Yes,Yes,2.0,No,181,2604,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,0.6666666666666666
96,31256,Story,Sentence,Story with comprehension,Story with comprehension,Decrease,Increase,Increase,False,True,True,False,Increase 1 Level,Male,26,2,2022,Grade 3,14.0,Yes,Yes,Yes,2.0,No,181,2604,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.6666666666666666
97,31252,Story,Word,Story with comprehension,Story with comprehension,Decrease,Increase,Increase,False,True,True,False,Increase 1 Level,Male,26,2,2022,Grade 5,15.0,Yes,Yes,Yes,2.0,No,181,2604,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,1.0
98,31257,Story,Sentence,Story with comprehension,Story with comprehension,Decrease,Increase,Increase,False,True,True,False,Increase 1 Level,Female,26,2,2022,Grade 4,11.0,Yes,Yes,Yes,1.0,No,181,2604,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.6666666666666666
99,31272,Story,Story,Story with comprehension,Story,Stayed The Same,Increase,Stayed The Same,False,True,True,True,No Change,Male,26,2,2022,Grade 6,12.0,Yes,Yes,Yes,2.0,No,181,2604,True,True,True,True,True,14.0,2022-Hempel-Literacy-CuC Cycle 1,0.0
100,31265,Story,Sentence,Story with comprehension,Story with comprehension,Decrease,Increase,Increase,False,True,True,False,Increase 1 Level,Female,26,2,2022,Grade 4,12.0,Yes,Yes,Yes,2.0,No,181,2604,True,True,True,True,True,0.0,2022-Hempel-Literacy-CuC Cycle 1,0.47619047619047616
