AcademicYearId,SchoolId,ClassId,ChildrenId,CommunicationIssue,MemoryConcentration,Hearing,Vision,Selfcare,Walking/Climbing,IsElectricityAvailable?,IsRadioTVAvailable?,IsTelephoneAvailable?,ChildrenGrade,ChildrenAge,ChildrenGender,OOSC_Child,HasTelevision,IsBikeAvailable?,IsOx-cartAvailable?,HasMotorcycle,self_esteem_life_skills,SELMatrix_Get_along_with_people,SELMatrix_Educations_is_important,SELMatrix_Behave_in_different_situations,SELMatrix_Parents_caregiver_take_care,SELMatrix_Parents_caregiver_know_a_lot_about_me,SELMatrix_Hungry,SELMatrix_People_like_to_spend_time_with_me,SELMatrix_Talk_to_family_when_feelings,SELMatrix_Friends_support,SELMatrix_Get_along_at_school,SELMatrix_Parents_caregiver_care_to_me,SELMatrix_Friends_care_about_me,SELMatrix_Treat_fairly_at_community,SELMatrix_Chance_to_show_the_growth,SELMatrix_Feel_safe_with_family,SELMatrix_Chance_to_learn,SELMatrix_likely_to_celebrate,menustral_cycle,menustral_cloth,menustral_normal,menustral_bathing,menustral_age,menustral_frequency,student_identity_type,PrimaryCareGiver,BirthOrder,HomeLanguage,Year,sel_total,skills_abilities,compare_others,life_goal
9,113,39.0,13351,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,9.0,0,4-6 months ago,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,85.0,,,
9,114,41.0,16042,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,12.0,1,4-6 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,77.0,,,
9,114,41.0,16039,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,13.0,1,4-6 months ago,0.0,0.0,0.0,0.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,80.0,,,
9,114,41.0,16037,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,9.0,0,4-6 months ago,0.0,0.0,0.0,1.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Father,5,Hausa,2024,78.0,,,
9,114,41.0,16034,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,1,4-6 months ago,0.0,0.0,0.0,0.0,9.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,2,Hausa,2024,79.0,,,
9,114,41.0,16027,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,13.0,0,4-6 months ago,1.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,6,Hausa,2024,81.0,,,
9,114,41.0,16021,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,13.0,0,1-3 months ago,1.0,0.0,0.0,0.0,7.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,79.0,,,
9,114,41.0,16018,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,1,9.0,0,4-6 months ago,0.0,0.0,0.0,0.0,8.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,6,Hausa,2024,79.0,,,
9,114,41.0,16015,no_difficulty,no_difficulty,some_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,11.0,1,4-6 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Hausa,2024,82.0,,,
9,114,41.0,16009,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,1,9.0,1,4-6 months ago,0.0,0.0,0.0,0.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,82.0,,,
9,114,41.0,15745,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,1,1-3 months ago,1.0,0.0,1.0,0.0,6.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,2,Hausa,2024,77.0,,,
9,114,41.0,15741,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,0,4-6 months ago,0.0,0.0,0.0,0.0,8.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,76.0,,,
9,114,41.0,15739,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,1,10.0,1,1-3 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,83.0,,,
9,114,41.0,15736,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,13.0,0,1-3 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Hausa,2024,84.0,,,
9,114,41.0,15733,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,1,12.0,1,1-3 months ago,0.0,0.0,0.0,0.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Father,6,Hausa,2024,84.0,,,
9,114,41.0,15730,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,10.0,0,4-6 months ago,0.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Father,5,Hausa,2024,84.0,,,
9,114,41.0,15727,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,9.0,0,4-6 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,83.0,,,
9,114,41.0,15634,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,1,4-6 months ago,0.0,0.0,0.0,0.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,2,Hausa,2024,84.0,,,
9,114,41.0,15632,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,1,13.0,0,4-6 months ago,0.0,0.0,0.0,0.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Hausa,2024,84.0,,,
9,114,41.0,15628,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,10.0,0,4-6 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,5,Hausa,2024,81.0,,,
9,114,41.0,15626,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,13.0,0,4-6 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,85.0,,,
9,114,41.0,15625,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,0,4-6 months ago,0.0,0.0,0.0,0.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,1,Hausa,2024,85.0,,,
9,114,41.0,15624,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,1,13.0,0,4-6 months ago,0.0,0.0,0.0,0.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Father,3,Hausa,2024,85.0,,,
9,114,41.0,15623,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,13.0,0,4-6 months ago,0.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Father,2,Hausa,2024,81.0,,,
9,114,41.0,15622,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,0,1-3 months ago,0.0,0.0,0.0,0.0,8.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,81.0,,,
9,114,41.0,15621,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,0,4-6 months ago,0.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Father,4,Hausa,2024,85.0,,,
9,114,41.0,15620,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,10.0,0,1-3 months ago,0.0,0.0,0.0,0.0,7.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Father,3,Hausa,2024,84.0,,,
9,114,41.0,15619,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,10.0,0,4-6 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Hausa,2024,85.0,,,
9,114,41.0,15618,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,9.0,1,7-9 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Father,7,Hausa,2024,85.0,,,
9,113,39.0,13374,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,11.0,1,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Other_Language,2024,84.0,,,
9,113,39.0,13373,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,0,1-3 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Other_Language,2024,85.0,,,
9,113,39.0,13372,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,9.0,0,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Mother,2,Other_Language,2024,85.0,,,
9,113,39.0,13371,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,0,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Other_Language,2024,85.0,,,
9,113,39.0,13370,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,1,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Other_Language,2024,85.0,,,
9,113,39.0,13369,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,1,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Other_Language,2024,85.0,,,
9,113,39.0,13368,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,11.0,1,4-6 months ago,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Other_Language,2024,85.0,,,
9,113,39.0,13367,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,1,4-6 months ago,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Mother,3,Other_Language,2024,85.0,,,
9,113,39.0,13365,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,11.0,0,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,6,Other_Language,2024,85.0,,,
9,113,39.0,13364,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,11.0,1,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,6,Other_Language,2024,85.0,,,
9,113,39.0,13363,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,0,7-9 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Other_Language,2024,85.0,,,
9,113,39.0,13362,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,1,4-6 months ago,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Other_Language,2024,85.0,,,
9,113,39.0,13361,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,11.0,1,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Other_Language,2024,85.0,,,
9,113,39.0,13360,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,0,4-6 months ago,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,2,Other_Language,2024,85.0,,,
9,113,39.0,13358,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,11.0,1,1-3 months ago,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,6,Other_Language,2024,85.0,,,
9,113,39.0,13357,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,10.0,0,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,5,Other_Language,2024,85.0,,,
9,113,39.0,13355,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,9.0,1,7-9 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,5,Other_Language,2024,85.0,,,
9,113,39.0,13354,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,1,4-6 months ago,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Other_Language,2024,85.0,,,
9,113,39.0,16729,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,11.0,0,4-6 months ago,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Mother,5,Other_Language,2024,85.0,,,
9,113,39.0,16718,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,11.0,1,4-6 months ago,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Grandfather,4,Other_Language,2024,85.0,,,
9,113,39.0,16717,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,0,4-6 months ago,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,5,Other_Language,2024,85.0,,,
9,131,46.0,16166,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,0,1-3 months ago,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Father,4,Other_Language,2024,79.0,,,
9,130,43.0,15687,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,1,4-6 months ago,0.0,0.0,0.0,0.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,7,Hausa,2024,43.0,,,
9,113,39.0,13391,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,1,11.0,1,1 month ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,2,Hausa,2024,85.0,,,
9,113,39.0,13387,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,10.0,1,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Hausa,2024,85.0,,,
9,113,39.0,13386,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,1,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,2,Hausa,2024,85.0,,,
9,113,39.0,15242,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,9.0,1,1-3 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,3,Hausa,2024,85.0,,,
9,113,39.0,13384,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,10.0,1,1 month ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,2,Hausa,2024,85.0,,,
9,113,39.0,13383,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,3,10.0,1,1-3 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,85.0,,,
9,113,39.0,13381,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,10.0,0,4-6 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,4,Hausa,2024,85.0,,,
9,113,39.0,13380,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,10.0,0,10-12 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,1,Hausa,2024,85.0,,,
9,113,39.0,13379,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,no_difficulty,0.0,0.0,0.0,2,12.0,0,7-9 months ago,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Father,5,Hausa,2024,85.0,,,
